epoch, wall, LR,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_C_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_C_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
         0, 1602.670,    0.005,          0.95877,        0.0015018,          0.96028,         20.7,         28.2,         14.3,           28,         21.1,           19,           36,         27.5,           16,         1.07
epoch, wall, LR,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_C_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_C_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
         0,    4.649,    0.005,          0.95877,        0.0015018,          0.96028,         20.7,         28.2,         14.3,           28,         21.1,           19,           36,         27.5,           16,         1.07
epoch, wall, LR,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_C_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_C_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
         0,    3.391,    0.005,          0.95877,        0.0015016,          0.96028,         20.7,         28.2,         14.3,           28,         21.1,           19,           36,         27.5,           16,         1.07
epoch, wall, LR,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_C_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_C_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
         0,    3.444,    0.005,          0.95877,        0.0015016,          0.96028,         20.7,         28.2,         14.3,           28,         21.1,           19,           36,         27.5,           16,         1.07
