time,resources/duration (s),resources/gpu:0/fan_speed (%)/last,resources/gpu:0/fan_speed (%)/max,resources/gpu:0/fan_speed (%)/mean,resources/gpu:0/fan_speed (%)/min,resources/gpu:0/gpu_utilization (%)/last,resources/gpu:0/gpu_utilization (%)/max,resources/gpu:0/gpu_utilization (%)/mean,resources/gpu:0/gpu_utilization (%)/min,resources/gpu:0/memory_free (MiB)/last,resources/gpu:0/memory_free (MiB)/max,resources/gpu:0/memory_free (MiB)/mean,resources/gpu:0/memory_free (MiB)/min,resources/gpu:0/memory_percent (%)/last,resources/gpu:0/memory_percent (%)/max,resources/gpu:0/memory_percent (%)/mean,resources/gpu:0/memory_percent (%)/min,resources/gpu:0/memory_total (MiB)/last,resources/gpu:0/memory_total (MiB)/max,resources/gpu:0/memory_total (MiB)/mean,resources/gpu:0/memory_total (MiB)/min,resources/gpu:0/memory_used (MiB)/last,resources/gpu:0/memory_used (MiB)/max,resources/gpu:0/memory_used (MiB)/mean,resources/gpu:0/memory_used (MiB)/min,resources/gpu:0/memory_utilization (%)/last,resources/gpu:0/memory_utilization (%)/max,resources/gpu:0/memory_utilization (%)/mean,resources/gpu:0/memory_utilization (%)/min,resources/gpu:0/power_usage (W)/last,resources/gpu:0/power_usage (W)/max,resources/gpu:0/power_usage (W)/mean,resources/gpu:0/power_usage (W)/min,resources/gpu:0/temperature (C)/last,resources/gpu:0/temperature (C)/max,resources/gpu:0/temperature (C)/mean,resources/gpu:0/temperature (C)/min,resources/host/cpu_percent (%)/last,resources/host/cpu_percent (%)/max,resources/host/cpu_percent (%)/mean,resources/host/cpu_percent (%)/min,resources/host/load_average (%) (1 min)/last,resources/host/load_average (%) (1 min)/max,resources/host/load_average (%) (1 min)/mean,resources/host/load_average (%) (1 min)/min,resources/host/load_average (%) (15 min)/last,resources/host/load_average (%) (15 min)/max,resources/host/load_average (%) (15 min)/mean,resources/host/load_average (%) (15 min)/min,resources/host/load_average (%) (5 min)/last,resources/host/load_average (%) (5 min)/max,resources/host/load_average (%) (5 min)/mean,resources/host/load_average (%) (5 min)/min,resources/host/memory_percent (%)/last,resources/host/memory_percent (%)/max,resources/host/memory_percent (%)/mean,resources/host/memory_percent (%)/min,resources/host/memory_used (GiB)/last,resources/host/memory_used (GiB)/max,resources/host/memory_used (GiB)/mean,resources/host/memory_used (GiB)/min,resources/host/swap_percent (%)/last,resources/host/swap_percent (%)/max,resources/host/swap_percent (%)/mean,resources/host/swap_percent (%)/min,resources/last_timestamp,resources/timestamp
2024-03-10 19:53:48.549371,59.766264567151666,39.0,39.0,16.841891262537413,0.0,11.0,70.0,44.72449783248215,11.0,7567.8125,7567.8125,6253.013340909481,4764.8125,5.2,40.3,21.667048477385553,5.2,7982.3125,7982.3125,7982.312500000001,7982.3125,414.5,3217.5,1729.2992105671128,414.5,1.0,45.0,20.88040779519485,1.0,71.968,120.628,59.759263886971425,19.906,53.0,57.0,51.47291990730341,48.0,11.3,16.9,11.093333485733483,0.0,1.83,1.83,1.5660356158879614,1.15,1.01,1.01,0.9698041248960118,0.93,1.26,1.26,1.1571642497888026,1.04,52.3,69.7,61.39133474256576,52.3,7.743167877197266,10.434364318847656,9.146284837094356,7.743167877197266,0.0,0.0,0.0,0.0,1710071628.504253,1710071628.5493712
